
NOTICE: Existing SQLite export found: report1.sqlite
        It is assumed file was previously exported from: report1.nsys-rep
        Consider using --force-export=true if needed.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances   Avg (ns)    Med (ns)  Min (ns)   Max (ns)    StdDev (ns)   Style                  Range               
 --------  ---------------  ---------  -----------  --------  --------  -----------  -----------  -------  -----------------------------------
     94.3    5,107,142,471     19,068    267,838.4   6,101.0     5,240  125,812,749  3,501,970.8  PushPop  CCCL:cub::DeviceRadixSort          
      2.3      126,581,781     10,109     12,521.7  12,053.0    10,239    3,148,122     31,209.6  PushPop  CCCL:cub::DeviceReduce::Sum        
      2.2      118,906,495     10,109     11,762.4  11,251.0    10,490    1,417,739     14,256.7  PushPop  CCCL:cub::DeviceSelect::Flagged    
      1.1       60,107,861         50  1,202,157.2  14,177.0    12,864   59,410,869  8,399,954.1  PushPop  CCCL:cub::DeviceSelect::UniqueByKey
      0.0        1,757,894         50     35,157.9  15,023.5    13,526    1,018,592    141,919.7  PushPop  CCCL:cub::DeviceScan::ExclusiveScan

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls     Avg (ns)         Med (ns)      Min (ns)      Max (ns)       StdDev (ns)              Name         
      0.0        1,847,418        444      4,160.9      4,213.0      3,356       16,932        845.5  cudaEventRecordWithFlags_v11010  
      0.0        1,328,731          3    442,910.3     16,231.0     14,608    1,297,892    740,436.3  cudaHostAlloc                    
      0.0          574,189        480      1,196.2      1,152.0        220        9,559      1,096.7  cudaEventCreateWithFlags         
      0.0          195,383        444        440.1        421.0        300        1,623        155.6  cudaEventQuery                   
      0.0          144,401        444        325.2        291.0        270        2,685        158.4  cudaEventDestroy                 
      0.0          130,160        838        155.3        120.0         60          731        100.8  cuGetProcAddress_v2              
      0.0           89,623         42      2,133.9      1,137.0        311        6,963      2,036.8  cuLibraryGetKernel               
      0.0            4,869          4      1,217.3        871.5        822        2,304        725.1  cuInit                           
      0.0            3,036          4        759.0        686.5         90        1,573        738.0  cuModuleGetLoadingMode           
      0.0              731          2        365.5        365.5        230          501        191.6  cudaGetDriverEntryPoint_v11030   

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)                                                   Name                                                
 --------  ---------------  ---------  ------------  ------------  ----------  ----------  ------------  ----------------------------------------------------------------------------------------------------
     33.6   12,739,661,917        600  21,232,769.9  21,277,599.0  18,625,397  21,856,848     399,755.8  fmha_cutlassB_bf16_aligned_64x64_k64_seqaligned_sm80(PyTorchMemEffAttention::AttentionBackwardKerne…
     10.6    4,020,841,702        600   6,701,402.8   6,701,835.5   6,583,936   7,009,551      57,808.5  fmha_cutlassF_bf16_aligned_64x64_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::bfloat16_…
      6.7    2,546,274,086      4,876     522,205.5      72,929.0      40,608  43,399,646   4,304,008.2  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x128_32x3_tn_align8>(T1::Par…
      6.6    2,503,889,382         50  50,077,787.6  50,188,054.0  45,930,940  51,601,821   1,128,107.2  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Para…
      6.1    2,294,498,822      2,722     842,945.9      21,584.5      13,952  46,275,396   6,001,437.6  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x256_32x4_nt_align8>(T1::Para…
      3.5    1,321,787,481        100  13,217,874.8  13,183,637.0       1,024  26,527,485  13,283,408.7  triton_poi_fused__to_copy_0                                                                         
      3.3    1,260,145,138         50  25,202,902.8  25,218,619.0  24,859,482  25,274,613      66,786.8  triton_red_fused__log_softmax_backward_data__to_copy_add_nll_loss_backward_nll_loss_forward_0       
      2.5      952,327,072     21,358      44,588.8       3,936.0       1,024     113,409      47,718.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, …
      1.7      647,195,871     21,329      30,343.5       1,120.0         768     955,498     127,562.2  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std:…
      1.4      538,282,552      2,400     224,284.4     222,754.5     190,082     246,659       8,784.1  sm89_xmma_gemm_e4m3e5m2bf16_e4m3e5m2f32_f32_tn_n_tilesize128x64x64_stage4_warpsize2x2x1_tensor16x8x…
      1.3      503,732,419      5,623      89,584.3      76,161.0      44,224     224,003      35,610.4  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x128_32x3_nn_align8>(T1::Par…
      1.2      442,848,573      3,000     147,616.2     176,386.0      34,625     192,323      55,264.0  sm89_xmma_gemm_e4m3e5m2bf16_e4m3e5m2f32_f32_tn_n_tilesize64x128x64_stage4_warpsize2x2x1_tensor16x8x…
      1.2      440,667,855        829     531,565.6     388,964.0     369,668   2,145,717     451,673.3  triton_red_fused__scaled_mm__to_copy_add_clamp_clone_div_mul_pow_reciprocal_sum_18                  
      1.1      424,784,399      5,877      72,279.1      66,081.0      19,137     152,289      29,103.7  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_32x1_tn_align8>(T1::Para…
      1.1      420,777,573      2,400     175,324.0     172,930.0     153,313     203,522      13,693.4  sm89_xmma_gemm_e4m3bf16_e4m3f32_f32_tn_n_tilesize64x128x64_stage4_warpsize2x2x1_tensor16x8x32_execu…
      1.1      407,022,429      5,070      80,280.6      74,401.0      23,616     187,810      32,431.8  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_32x1_nn_align8>(T1::Para…
      1.0      384,920,535         50   7,698,410.7   7,686,918.0   7,589,929   8,254,396     102,467.3  triton_red_fused__log_softmax_0                                                                     
      0.7      264,228,530      8,758      30,170.0       9,024.0       1,568     243,491      45,186.7  void at::native::indexFuncLargeIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2, (b…
      0.7      262,934,378        600     438,224.0     438,245.0     426,308     447,941       3,683.6  triton_per_fused__to_copy_abs_add_clone_div_max_mul_neg_pow_slice_backward_sum_16                   
      0.7      253,458,650      4,881      51,927.6      48,353.0      24,512      94,977      18,063.3  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x4_nt_align8>(T1::Par…
      0.6      219,000,784      1,347     162,584.1     162,785.0     129,985     208,963      16,865.2  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x256_32x3_nt_align8>(T1::Par…
      0.6      213,282,062     19,018      11,214.7       3,328.0       1,696     113,473      16,447.9  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
      0.5      202,484,484        600     337,474.1     337,075.5     331,523     343,300       2,023.7  triton_poi_fused_scalar_tensor_where_7                                                              
      0.5      181,587,210     18,258       9,945.6       3,936.0       1,056      88,673      13,845.8  void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, lon…
      0.5      181,576,915      1,800     100,876.1     103,633.0      86,721     115,393       9,819.0  triton_poi_fused__scaled_mm__to_copy_clamp_mul_reciprocal_11                                        
      0.4      158,092,981     19,710       8,021.0       7,808.0       4,320      12,640       1,234.9  void at_cuda_detail::cub::DeviceRadixSortOnesweepKernel<at_cuda_detail::cub::detail::radix::policy_…
      0.4      156,931,107      3,733      42,038.9      40,288.0      21,600      74,368      11,712.1  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x2_nt_align8>(T1::Para…
      0.4      148,952,505      1,200     124,127.1     123,201.0     109,153     149,346       7,021.5  triton_red_fused__to_copy_mul_sum_19                                                                
      0.4      140,336,126        600     233,893.5     235,683.0     205,761     243,330       6,724.0  triton_per_fused__to_copy_add_cat_mean_mul_pow_rsqrt_6                                              
      0.4      140,201,788      1,309     107,106.0     108,097.0      22,048     117,889       8,088.2  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.4      137,596,261      2,600      52,921.6      53,857.0      27,712      65,729       5,335.3  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.3      128,830,605      1,800      71,572.6      69,345.0      59,360      83,329       4,677.8  triton_poi_fused__scaled_mm__to_copy_clamp_clone_mul_reciprocal_15                                  
      0.3      120,389,806      9,509      12,660.6       3,552.0       1,280     110,273      19,391.8  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10…
      0.3      118,645,755        600     197,742.9     197,714.0     184,290     206,306       3,896.9  triton_red_fused__to_copy_add_mul_sum_21                                                            
      0.3      115,000,027     11,702       9,827.4       6,976.0       2,080      32,449       7,264.9  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_32x1_nt_align8>(T1::Para…
      0.3      104,472,320      1,300      80,363.3      81,441.0      31,744      91,137       6,737.3  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.3      104,389,653      1,309      79,747.6      80,161.0      18,368      88,257       5,749.9  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.3      103,020,685      1,800      57,233.7      80,449.0       1,664      99,265      39,417.6  triton_poi_fused__scaled_mm__to_copy_clamp_mul_reciprocal_4                                         
      0.3       96,114,087        600     160,190.1     159,682.0     153,697     177,058       2,584.5  triton_per_fused__to_copy_abs_add_div_max_mul_pow_sum_2                                             
      0.3       95,224,011      9,509      10,014.1       3,392.0       1,120      88,865      14,817.4  triton_poi_fused_add_fill_mul_sigmoid_silu_sub_0                                                    
      0.2       91,688,499        600     152,814.2     152,801.5     146,145     157,634       1,572.5  triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_11                                                 
      0.2       91,452,144      9,509       9,617.4       3,264.0       1,504      86,593      13,874.1  void <unnamed>::indexing_backward_kernel<c10::BFloat16, (int)4>(const long *, const long *, const T…
      0.2       83,187,532      1,200      69,322.9      67,488.5      61,216      80,544       6,931.7  triton_red_fused_abs_max_6                                                                          
      0.2       75,271,451     11,294       6,664.7       6,528.0       5,984       8,800         446.8  void at_cuda_detail::cub::DeviceRadixSortSingleTileKernel<at_cuda_detail::cub::detail::radix::polic…
      0.2       72,399,952      1,300      55,692.3      56,288.0      30,336      62,145       4,521.7  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.2       71,007,688        929      76,434.5      79,681.0      39,488      85,185       7,787.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<cha…
      0.2       69,880,101      1,300      53,753.9      54,209.0      30,176      64,864       4,504.4  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe…
      0.2       69,026,352      1,300      53,097.2      53,537.0      27,136      60,736       4,547.1  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in…
      0.2       68,244,627     12,792       5,334.9       5,344.0       3,136       8,096         737.8  void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv…
      0.2       64,260,908      8,031       8,001.6       7,584.0       5,280      13,792       1,569.9  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_nn_align8>(T1::Par…
      0.2       62,424,842      9,509       6,564.8       3,360.0       1,920      56,864       9,298.1  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::fu…
      0.2       61,379,207      1,200      51,149.3      50,912.0      40,129      55,777       2,869.6  triton_red_fused__to_copy_abs_clamp_max_mul_reciprocal_17                                           
      0.2       60,906,651      3,600      16,918.5       4,416.0       3,040      83,009      28,643.4  triton_poi_fused__scaled_mm__to_copy_clamp_mul_reciprocal_5                                         
      0.2       57,947,030        600      96,578.4      97,537.0      86,113     113,474       4,209.2  triton_poi_fused_add_0                                                                              
      0.1       51,972,605        600      86,621.0      86,657.0      85,889      87,873         385.4  triton_poi_fused__scaled_mm__to_copy_clamp_mul_reciprocal_10                                        
      0.1       49,198,579        600      81,997.6      81,921.0      77,089      86,273       1,260.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std:…
      0.1       47,700,385      9,509       5,016.3       1,664.0         928      44,672       7,593.6  triton_poi_fused_mul_silu_0                                                                         
      0.1       45,999,705        600      76,666.2      76,385.0      71,169      84,481       2,418.3  triton_poi_fused__scaled_mm__to_copy_clamp_clone_mul_reciprocal_9                                   
      0.1       45,845,983      6,748       6,794.0       6,752.0       4,352      10,209       1,433.6  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_tn_align8>(T1::Par…
      0.1       45,696,627        600      76,161.0      75,873.0      71,777      84,257       1,702.5  triton_red_fused_abs_max_13                                                                         
      0.1       44,668,444        650      68,720.7      66,529.0      64,737      99,073       7,126.1  triton_red_fused__to_copy_mul_sum_0                                                                 
      0.1       44,520,208      9,568       4,653.0       4,896.0       1,536       9,152       2,019.6  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
      0.1       42,122,031     19,087       2,206.8       2,176.0       1,280       8,224         552.3  void at::native::vectorized_elementwise_kernel<(int)2, at::native::BUnaryFunctor<long, long, long, …
      0.1       41,645,994      9,509       4,379.6       4,384.0       3,136       5,825         591.7  void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::select::policy_hub<l…
      0.1       39,813,326     28,527       1,395.6       1,344.0         992       3,360         233.1  void at::native::vectorized_elementwise_kernel<(int)2, at::native::AUnaryFunctor<long, long, long, …
      0.1       38,918,310      9,509       4,092.8       3,520.0       3,136       7,904         984.8  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
      0.1       37,544,821        600      62,574.7      62,688.0      54,881      64,961       1,264.5  triton_poi_fused__scaled_mm__to_copy_clamp_clone_mul_reciprocal_8                                   
      0.1       37,235,663        600      62,059.4      61,185.0      59,105      72,896       2,228.6  sm89_xmma_gemm_e4m3e5m2bf16_e4m3e5m2f32_f32_tn_n_tilesize32x64x64_stage5_warpsize2x2x1_tensor16x8x3…
      0.1       35,534,392     19,018       1,868.5       1,888.0       1,248       3,424         362.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::BUnaryFunctor<long, long, long, …
      0.1       34,732,947        600      57,888.2      57,953.0      55,489      60,097         541.4  triton_red_fused_abs_max_8                                                                          
      0.1       32,743,403        600      54,572.3      52,992.0      51,776      69,921       4,215.9  triton_per_fused__to_copy_abs_add_max_mean_mul_pow_rsqrt_0                                          
      0.1       32,611,687      3,000      10,870.6       3,792.5       2,624      55,105      14,992.0  triton_red_fused_abs_max_2                                                                          
      0.1       26,950,999      9,509       2,834.3       2,240.0       1,792       9,536       1,327.1  void <unnamed>::indexing_backward_kernel_stride_1<c10::BFloat16>(const long *, const long *, const …
      0.1       26,644,947      4,444       5,995.7       6,432.0       4,192       7,744         949.1  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8>(T1::Par…
      0.1       26,312,982        600      43,855.0      44,000.0      39,840      46,912       1,146.0  void at::native::sbtopk::gatherTopK<float, unsigned int, (int)2, (bool)0>(at::cuda::detail::TensorI…
      0.1       26,226,096      1,336      19,630.3      19,216.5      13,792      31,008       3,643.7  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nt_align8>(T1::Para…
      0.1       25,318,941        600      42,198.2      42,208.0      40,481      42,689         168.7  triton_poi_fused_zeros_12                                                                           
      0.1       25,032,542      1,472      17,005.8      16,992.0      14,528      21,152       1,091.7  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_32x6_nn_align8>(T1::Para…
      0.1       25,018,537        600      41,697.6      41,696.0      41,248      42,432         176.7  triton_poi_fused_clone_11                                                                           
      0.1       23,181,306      1,838      12,612.2      12,352.0       8,768      23,616       2,750.9  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x2_nn_align8>(T1::Para…
      0.1       22,015,836      9,509       2,315.3       2,336.0       2,048       2,465          90.0  void at::native::<unnamed>::write_indices<long>(long *, at::native::<unnamed>::TensorDims<T1>, int,…
      0.1       20,760,444      1,827      11,363.1      11,584.0       7,072      15,648       2,124.0  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x2_tn_align8>(T1::Para…
      0.1       20,067,664      7,774       2,581.4       2,528.0       2,176       4,192         201.7  void at_cuda_detail::cub::DeviceRadixSortHistogramKernel<at_cuda_detail::cub::detail::radix::policy…
      0.1       19,696,710      2,488       7,916.7       6,944.0       5,216      11,424       1,554.0  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_nn_align8>(T1::Par…
      0.0       18,706,788      2,026       9,233.4       8,641.0       6,912      14,913       1,743.8  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x4_nn_align8>(T1::Par…
      0.0       18,182,982      9,440       1,926.2       1,792.0       1,120       6,400         594.7  void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<long, long, long, at::native…
      0.0       17,808,493      1,877       9,487.7       9,184.0       7,520      11,552       1,108.5  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x4_tn_align8>(T1::Par…
      0.0       16,902,290     19,118         884.1         864.0         736       1,248          72.1  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
      0.0       15,638,528      9,509       1,644.6       1,632.0       1,568       1,952          25.2  void at_cuda_detail::cub::DeviceReduceKernel<at_cuda_detail::cub::detail::reduce::policy_hub<int, u…
      0.0       14,142,430      9,509       1,487.3       1,472.0       1,376       1,824          49.0  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0       14,111,437      9,509       1,484.0       1,472.0       1,056       2,208         194.8  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctor_add<long>, std::arra…
      0.0       13,586,360        600      22,643.9      22,656.0      22,016      23,233         237.9  void at::native::bitonicSortKVInPlace<(int)2, (int)-1, (int)16, (int)16, float, long, at::native::G…
      0.0       12,298,916      9,509       1,293.4       1,216.0       1,120       1,888         110.6  void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::detail::reduce::policy_…
      0.0       11,212,977        736      15,235.0      14,912.0      13,568      17,664         959.9  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_32x6_tn_align8>(T1::Para…
      0.0       10,602,328      1,200       8,835.3       8,832.0       7,104       9,601         254.4  triton_red_fused__to_copy_mul_sum_20                                                                
